Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
United States,Exports,1972-04-30T00:00:00,5231,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-05-31T00:00:00,5293,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-06-30T00:00:00,5382,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-07-31T00:00:00,5618,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-08-31T00:00:00,5740,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-09-30T00:00:00,5720,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-10-31T00:00:00,5817,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-11-30T00:00:00,5974,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1972-12-31T00:00:00,6059,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1973-01-31T00:00:00,6481,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1973-02-28T00:00:00,6596,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1973-03-31T00:00:00,6837,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1973-04-30T00:00:00,7103,Monthly,TBEXTOT,2016-03-04T14:46:00
United States,Exports,1973-05-31T00:00:00,7170,Monthly,TBEXTOT,2016-03-04T14:46:00
